invoice_credit_ratio,prev_late_rate,amount_vs_industry_median,daily_obligation,is_high_utilisation,is_repeat_offender,is_clean_record,is_first_time_client,is_long_term_client,is_high_risk_industry,is_mega_invoice,is_Q4_due,is_dashain_season,is_vat_filing_month,invoice_quarter,due_quarter,days_to_fy_end,due_on_weekend,industry_target_enc,tenure_band,amount_band_ord,utilisation_x_history,risk_x_amount,q4_x_late_history,manual_risk_score,client_total_invoices,client_avg_invoice,client_avg_delay,client_late_rate,client_late_count,Invoice_Amount,Tenure_Years,Prev_Late_Count,Credit_Days,Invoice_ID,Client_ID,Client_Name,Industry,Province,Is_Late
0.3781,0.2,1.294,22167.0,0,0,0,0,1,0,0,0,0,1,4,1,0,0,0.12,3,2,0.3781,0.0798,0,0.1696,9,907777.78,17.22,0.11,1,665000,6.65,1,30,HAA-00224,NP0147,Goodwill Finance Co.,Banking & Finance,Gandaki,0
0.5779,0.2,1.4,54400.0,0,0,0,0,1,0,1,0,0,0,4,1,0,0,0.1917,3,3,0.5779,0.4692816,0,0.2239,5,799800.0,30.0,0.2,1,2448000,8.53,1,45,HAA-00225,NP0126,Upper Karnali Hydro Pvt. Ltd.,Hydropower,Bagmati,0
0.3468,0.2,1.458,85000.0,0,0,0,0,1,0,1,0,1,0,2,2,247,1,0.1917,3,3,0.3468,0.48883499999999996,0,0.1777,7,1051285.71,35.0,0.29,2,2550000,7.09,1,30,HAA-00226,NP0130,Marsyangdi Energy Pvt. Ltd.,Hydropower,Karnali,0
0.3223,0.6,0.545,12967.0,0,1,0,0,0,1,0,0,0,1,3,3,107,1,0.3615,1,1,0.9668999999999999,0.1406235,0,0.3468,8,489250.0,68.0,0.75,6,389000,2.99,3,30,HAA-00227,NP0053,Everest Imports Pvt. Ltd.,Trading & Import,Koshi,1
0.3066,0.4,0.23,2800.0,0,0,0,0,0,0,0,0,0,1,3,3,131,0,0.2708,1,1,0.6132,0.0454944,0,0.2555,5,587400.0,70.0,0.6,3,168000,2.42,2,60,HAA-00228,NP0172,Biratnagar Textile Mills,Manufacturing,Gandaki,0
0.411,0.4,1.296,75533.0,0,0,0,0,1,0,1,1,0,1,4,4,15,0,0.1917,3,3,0.822,0.4343922,2,0.3605,8,879250.0,26.0,0.25,2,2266000,6.36,2,30,HAA-00229,NP0160,Marsyangdi Energy Pvt. Ltd.,Hydropower,Madhesh,0
0.3438,0.4,0.295,9244.0,0,0,0,0,0,1,0,0,0,1,2,2,220,1,0.4579,2,1,0.6876,0.19048639999999997,0,0.3003,3,709000.0,43.67,0.33,1,416000,3.44,2,45,HAA-00230,NP0198,Pokhara Construction Co.,Construction,Koshi,0
0.3807,0.4,0.641,15267.0,0,0,0,0,1,1,0,0,0,0,1,1,333,0,0.3615,2,1,0.7614,0.165567,0,0.2884,8,879250.0,26.0,0.25,2,458000,5.2,2,30,HAA-00231,NP0160,Himalayan Traders Pvt. Ltd.,Trading & Import,Koshi,1
0.3145,0.0,0.152,1733.0,0,0,1,1,0,0,0,0,1,1,1,2,260,0,0.12,0,0,0.0,0.00936,0,0.1869,2,168500.0,7.0,0.0,0,78000,0.3,0,45,HAA-00232,NP0068,Kumari Bank Ltd.,Banking & Finance,Madhesh,0
0.338,0.2,1.426,17367.0,0,0,0,0,0,0,0,0,0,1,2,3,177,1,0.2708,0,2,0.338,0.28217359999999997,0,0.1918,4,1230250.0,43.5,0.25,1,1042000,0.79,1,60,HAA-00233,NP0183,Butwal Steel Industries,Manufacturing,Bagmati,0
0.3552,0.8,0.409,9733.0,0,1,0,0,0,1,0,0,0,1,2,2,219,1,0.3615,2,1,1.4208,0.10555799999999999,0,0.4233,3,500333.33,46.67,0.33,1,292000,4.93,4,30,HAA-00234,NP0184,Everest Imports Pvt. Ltd.,Trading & Import,Lumbini,0
0.471,0.6,1.349,7183.0,0,1,0,0,1,1,0,1,0,1,4,4,16,1,0.4259,2,1,1.4129999999999998,0.1835629,3,0.4894,4,1481750.0,50.0,0.5,2,431000,5.2,3,60,HAA-00235,NP0123,Lumbini Hospitality Pvt. Ltd.,Tourism & Hotels,Bagmati,1
0.6644,0.2,1.771,15444.0,0,0,0,0,1,0,0,1,0,0,3,4,71,0,0.1977,3,2,0.6644,0.13740149999999998,1,0.3424,9,949111.11,79.89,0.67,6,695000,6.83,1,45,HAA-00236,NP0145,CloudNepal Pvt. Ltd.,Services & IT,Bagmati,0
0.5169,0.6,0.273,2378.0,0,1,0,0,0,0,0,0,0,1,2,2,210,0,0.1977,1,1,1.5507,0.0211539,0,0.3529,4,548500.0,10.75,0.0,0,107000,1.4,3,45,HAA-00237,NP0038,Digital Yatra Pvt. Ltd.,Services & IT,Sudurpashchim,0
0.5568,0.4,0.307,2178.0,0,0,0,0,0,1,0,0,0,0,2,3,152,0,0.4259,2,0,1.1136,0.0417382,0,0.3365,5,908200.0,60.6,0.4,2,98000,4.74,2,45,HAA-00238,NP0024,Sagarmatha Trekking Co.,Tourism & Hotels,Gandaki,0
0.3811,0.4,0.782,4167.0,0,0,0,0,0,1,0,0,1,1,1,2,270,0,0.4259,1,1,0.7622,0.106475,0,0.3014,7,959571.43,12.57,0.0,0,250000,1.95,2,60,HAA-00239,NP0069,Lumbini Hospitality Pvt. Ltd.,Tourism & Hotels,Koshi,0
0.3299,0.4,1.564,20467.0,0,0,0,0,0,0,0,0,0,1,4,1,7,0,0.1977,1,2,0.6598,0.12138779999999999,0,0.2455,5,461400.0,34.6,0.2,1,614000,1.07,2,30,HAA-00240,NP0116,CloudNepal Pvt. Ltd.,Services & IT,Madhesh,0
0.4917,0.4,0.569,13867.0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0.2708,2,1,0.9834,0.11265279999999998,0,0.2925,4,803750.0,33.25,0.25,1,416000,3.84,2,30,HAA-00241,NP0098,Butwal Steel Industries,Manufacturing,Sudurpashchim,0
0.26,0.2,0.713,8483.0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0.3615,1,2,0.26,0.1840035,0,0.1943,3,709000.0,43.67,0.33,1,509000,1.68,1,60,HAA-00242,NP0198,Everest Imports Pvt. Ltd.,Trading & Import,Madhesh,1
0.6582,0.2,0.265,2311.0,0,0,0,0,0,0,0,0,0,1,4,1,2,1,0.1977,1,1,0.6582,0.020560799999999997,0,0.2412,2,487000.0,41.5,0.5,1,104000,2.19,1,45,HAA-00243,NP0139,Digital Yatra Pvt. Ltd.,Services & IT,Gandaki,0
0.2914,0.4,1.345,32000.0,0,0,0,0,0,1,0,0,1,1,1,2,271,0,0.3615,2,2,0.5828,0.34703999999999996,0,0.2706,9,871555.56,15.78,0.11,1,960000,3.03,2,30,HAA-00244,NP0144,Everest Imports Pvt. Ltd.,Trading & Import,Bagmati,0
0.3264,0.2,0.924,15000.0,0,0,0,0,0,0,0,0,0,1,1,1,303,1,0.2708,1,2,0.3264,0.18279,0,0.1894,2,624000.0,1.5,0.0,0,675000,2.52,1,45,HAA-00245,NP0097,Hetauda Chemicals Pvt. Ltd.,Manufacturing,Bagmati,0
0.4109,0.4,1.338,21222.0,0,0,0,0,0,1,0,0,0,1,3,3,108,1,0.3615,1,2,0.8218,0.3452325,0,0.2945,6,908833.33,9.5,0.0,0,955000,1.02,2,45,HAA-00246,NP0124,Everest Imports Pvt. Ltd.,Trading & Import,Gandaki,0
0.6151,0.4,1.564,37233.0,0,0,0,0,0,1,0,0,0,1,4,1,1,0,0.3615,1,2,1.2302,0.4037955,0,0.3353,6,696166.67,5.83,0.0,0,1117000,1.04,2,30,HAA-00247,NP0187,Annapurna Merchandise Pvt. Ltd.,Trading & Import,Gandaki,0
0.3259,0.0,0.508,29600.0,0,0,1,0,0,0,0,0,1,1,1,2,270,0,0.1917,1,2,0.0,0.1702296,0,0.1035,3,792666.67,50.33,0.33,1,888000,1.94,0,30,HAA-00248,NP0070,Upper Karnali Hydro Pvt. Ltd.,Hydropower,Lumbini,0
0.4057,0.0,1.403,16022.0,0,0,1,0,0,0,0,0,0,1,1,1,317,1,0.12,0,2,0.0,0.08652,0,0.1051,6,832500.0,31.33,0.17,1,721000,0.69,0,45,HAA-00249,NP0093,NMB Finance,Banking & Finance,Lumbini,0
0.2603,0.0,0.238,13867.0,0,0,1,0,1,0,0,1,0,1,4,4,40,0,0.1917,2,1,0.0,0.0797472,0,0.1904,5,416400.0,40.8,0.4,2,416000,5.73,0,30,HAA-00250,NP0003,Marsyangdi Energy Pvt. Ltd.,Hydropower,Karnali,0
0.3502,0.4,1.557,24711.0,0,0,0,0,0,1,0,0,0,1,1,1,291,0,0.3615,1,2,0.7004,0.401988,0,0.2823,5,801600.0,38.4,0.2,1,1112000,2.76,2,45,HAA-00251,NP0148,Everest Imports Pvt. Ltd.,Trading & Import,Koshi,0
0.2598,0.6,1.168,13900.0,0,1,0,0,0,1,0,0,0,0,2,3,153,0,0.3615,1,2,0.7793999999999999,0.30149099999999995,0,0.3343,6,696166.67,5.83,0.0,0,834000,2.7,3,60,HAA-00252,NP0187,Everest Imports Pvt. Ltd.,Trading & Import,Lumbini,0
0.4873,0.6,1.746,18600.0,0,1,0,0,0,1,0,1,0,1,3,4,87,1,0.4259,2,2,1.4619,0.23765220000000004,3,0.4926,7,589714.29,68.86,0.71,5,558000,3.15,3,30,HAA-00253,NP0164,Pokhara Resort & Spa,Tourism & Hotels,Bagmati,1
0.3025,0.2,0.142,1200.0,0,0,0,0,1,1,0,0,1,0,2,2,248,1,0.2553,3,0,0.3025,0.0091908,0,0.1816,9,907777.78,17.22,0.11,1,36000,6.05,1,30,HAA-00254,NP0147,Koshi Farms Ltd.,Agriculture,Bagmati,0
0.3283,0.2,0.473,5033.0,0,0,0,0,1,1,0,0,0,1,1,1,304,1,0.4259,3,1,0.3283,0.0643109,0,0.2208,9,613555.56,41.0,0.33,3,151000,7.87,1,30,HAA-00255,NP0090,Lumbini Hospitality Pvt. Ltd.,Tourism & Hotels,Bagmati,0
0.2986,0.2,0.89,21667.0,0,0,0,0,1,0,0,1,0,0,4,4,53,0,0.2708,3,2,0.2986,0.17602,1,0.2839,4,914000.0,8.0,0.0,0,650000,6.89,1,30,HAA-00256,NP0195,Nepal Cement Udyog,Manufacturing,Koshi,0
0.4911,0.2,0.772,6733.0,0,0,0,0,1,0,0,1,0,1,3,4,89,0,0.1977,3,1,0.4911,0.059903099999999994,1,0.3078,9,907777.78,17.22,0.11,1,303000,6.62,1,45,HAA-00257,NP0147,Kathmandu Tech Hub,Services & IT,Bagmati,0
0.3162,0.2,0.59,14367.0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.2708,2,1,0.3162,0.1167148,0,0.1874,5,801600.0,38.4,0.2,1,431000,4.49,1,30,HAA-00258,NP0148,Biratnagar Textile Mills,Manufacturing,Koshi,0
0.3644,0.4,0.745,11822.0,0,0,0,0,1,1,0,0,0,1,2,3,194,0,0.3615,3,2,0.7288,0.19231800000000002,0,0.2852,7,599571.43,17.43,0.14,1,532000,6.32,2,45,HAA-00259,NP0096,Nepal Trade House,Trading & Import,Lumbini,1
0.2979,0.0,0.346,20167.0,0,0,1,0,1,0,0,0,0,1,1,1,312,0,0.1917,2,2,0.0,0.1159785,0,0.0979,3,851666.67,10.0,0.0,0,605000,5.09,0,30,HAA-00260,NP0199,Tamor Power Pvt. Ltd.,Hydropower,Bagmati,0
0.4314,0.4,0.788,45933.0,0,0,0,0,0,0,0,1,0,0,4,4,66,1,0.1917,1,2,0.8628,0.26416259999999997,2,0.3646,6,731500.0,9.5,0.0,0,1378000,2.14,2,30,HAA-00261,NP0052,Marsyangdi Energy Pvt. Ltd.,Hydropower,Bagmati,0
0.2685,0.2,1.393,81233.0,0,0,0,0,0,0,1,0,0,0,3,3,144,0,0.1917,1,3,0.2685,0.4671729,0,0.162,11,1313545.45,69.09,0.64,7,2437000,2.08,1,30,HAA-00262,NP0161,Tamor Power Pvt. Ltd.,Hydropower,Gandaki,1
0.5841,0.2,1.033,11000.0,0,0,0,0,0,1,0,0,1,1,2,2,257,0,0.4259,1,1,0.5841,0.140547,0,0.272,4,689500.0,38.5,0.25,1,330000,2.84,1,30,HAA-00263,NP0168,Lumbini Hospitality Pvt. Ltd.,Tourism & Hotels,Gandaki,0
0.2843,0.2,0.173,2967.0,0,0,0,0,1,0,0,1,0,0,4,4,49,0,0.12,3,0,0.2843,0.010679999999999999,1,0.2509,8,625000.0,22.75,0.12,1,89000,8.22,1,30,HAA-00264,NP0128,Goodwill Finance Co.,Banking & Finance,Koshi,0
0.2737,0.2,0.801,46700.0,0,0,0,0,1,0,0,0,1,1,1,2,260,0,0.1917,2,2,0.2737,0.2685717,0,0.1631,7,822142.86,49.71,0.43,3,1401000,5.04,1,30,HAA-00265,NP0039,Tamor Power Pvt. Ltd.,Hydropower,Koshi,0
0.2823,0.2,0.219,1167.0,0,0,0,0,1,1,0,0,0,1,2,2,209,0,0.4259,3,0,0.2823,0.029813000000000003,0,0.2116,5,574400.0,23.8,0.2,1,70000,6.67,1,60,HAA-00266,NP0082,Lumbini Hospitality Pvt. Ltd.,Tourism & Hotels,Lumbini,0
0.3595,0.4,1.951,31667.0,0,0,0,0,0,0,0,0,1,1,1,2,286,0,0.2708,2,2,0.719,0.38589,0,0.2661,7,891000.0,27.71,0.14,1,1425000,3.28,2,45,HAA-00267,NP0104,Nepal Cement Udyog,Manufacturing,Madhesh,0
0.3852,0.2,0.344,20067.0,0,0,0,0,0,0,0,0,0,1,2,3,189,0,0.1917,2,2,0.3852,0.1154034,0,0.1854,8,999500.0,58.25,0.38,3,602000,3.82,1,30,HAA-00268,NP0129,Seti River Power Co.,Hydropower,Lumbini,0
0.2506,0.2,1.247,21367.0,0,0,0,0,0,0,0,0,0,1,2,3,182,0,0.12,1,2,0.2506,0.07692,0,0.1441,2,507000.0,73.0,0.5,1,641000,1.35,1,30,HAA-00269,NP0011,Kumari Bank Ltd.,Banking & Finance,Karnali,0
0.4823,0.2,1.962,47767.0,0,0,0,0,0,0,0,0,0,0,3,3,147,0,0.2708,1,2,0.4823,0.38805639999999997,0,0.2206,5,1392000.0,40.4,0.4,2,1433000,1.75,1,30,HAA-00270,NP0185,Biratnagar Textile Mills,Manufacturing,Bagmati,0
0.3488,0.2,1.431,83400.0,0,0,0,0,1,0,1,1,0,1,3,4,76,0,0.1917,3,3,0.3488,0.4796334,1,0.2781,4,1027500.0,31.25,0.25,1,2502000,7.49,1,30,HAA-00271,NP0178,Upper Karnali Hydro Pvt. Ltd.,Hydropower,Koshi,0
0.3148,0.6,1.172,55000.0,0,1,0,0,1,1,1,0,0,1,4,1,4,0,0.4579,2,2,0.9444000000000001,0.755535,0,0.3645,8,851375.0,78.5,0.62,5,1650000,5.37,3,30,HAA-00272,NP0151,Nepal Infrastructure Pvt. Ltd.,Construction,Gandaki,1
0.3075,0.0,1.717,41800.0,0,0,1,0,0,0,0,0,1,1,1,2,284,0,0.2708,2,2,0.0,0.3395832,0,0.1157,3,734333.33,54.0,0.33,1,1254000,3.2,0,30,HAA-00273,NP0159,Hetauda Chemicals Pvt. Ltd.,Manufacturing,Bagmati,0
0.4974,0.6,1.979,48200.0,0,1,0,0,1,0,0,0,0,1,1,1,315,0,0.2708,3,2,1.4922,0.39157679999999995,0,0.3636,3,1199000.0,6.0,0.0,0,1446000,7.27,3,30,HAA-00274,NP0042,Biratnagar Textile Mills,Manufacturing,Bagmati,0
0.3189,0.6,1.29,13733.0,0,1,0,0,0,1,0,0,0,0,1,1,328,0,0.4259,1,1,0.9567000000000001,0.17547079999999998,0,0.359,12,652083.33,49.58,0.42,5,412000,2.41,3,30,HAA-00275,NP0099,Sagarmatha Trekking Co.,Tourism & Hotels,Lumbini,0
0.2821,0.2,1.177,12533.0,0,0,0,0,1,1,0,0,1,1,1,2,282,1,0.4259,3,1,0.2821,0.16013840000000001,0,0.2116,2,392500.0,101.5,1.0,2,376000,8.79,1,30,HAA-00276,NP0007,Lumbini Hospitality Pvt. Ltd.,Tourism & Hotels,Bagmati,1
0.6153,0.4,1.067,50067.0,0,0,0,0,0,1,1,1,0,1,3,4,94,1,0.4579,2,2,1.2306,0.6877658,2,0.4546,9,871555.56,15.78,0.11,1,1502000,3.27,2,30,HAA-00277,NP0144,Bhaktapur Builders,Construction,Bagmati,0
0.2646,0.2,0.983,15600.0,0,0,0,0,0,1,0,1,0,0,4,4,54,0,0.3615,2,2,0.2646,0.25377299999999997,1,0.2952,9,613555.56,41.0,0.33,3,702000,3.2,1,45,HAA-00278,NP0090,Everest Imports Pvt. Ltd.,Trading & Import,Karnali,1
0.6355,0.4,1.133,66067.0,0,0,0,0,0,0,1,1,0,0,4,4,47,0,0.1917,1,2,1.271,0.3799494,2,0.4054,4,1043750.0,42.25,0.5,2,1982000,2.98,2,30,HAA-00279,NP0112,Tamor Power Pvt. Ltd.,Hydropower,Madhesh,0
0.4186,0.2,0.853,20300.0,0,0,0,0,0,1,0,0,1,0,2,2,246,0,0.3615,1,2,0.4186,0.22015349999999997,0,0.226,5,501400.0,7.4,0.0,0,609000,1.32,1,30,HAA-00280,NP0060,Himalayan Traders Pvt. Ltd.,Trading & Import,Koshi,0
0.6496,1.0,0.461,14422.0,0,1,0,0,0,1,0,0,0,1,2,2,208,0,0.4579,1,2,3.2479999999999998,0.29717709999999997,0,0.5715,10,918900.0,42.9,0.3,3,649000,1.22,5,45,HAA-00281,NP0113,Nepal Infrastructure Pvt. Ltd.,Construction,Koshi,1
0.5909,0.2,0.333,9700.0,0,0,0,0,1,0,0,0,0,1,3,3,128,1,0.1917,2,2,0.5909,0.1115694,0,0.2265,5,662400.0,25.8,0.2,1,582000,5.92,1,60,HAA-00282,NP0002,Seti River Power Co.,Hydropower,Karnali,0
0.2646,0.2,0.265,1733.0,0,0,0,0,1,0,0,0,1,1,1,2,281,0,0.1977,3,1,0.2646,0.020560799999999997,0,0.1625,8,999500.0,58.25,0.38,3,104000,7.91,1,60,HAA-00283,NP0129,Digital Yatra Pvt. Ltd.,Services & IT,Lumbini,1
0.4188,0.4,0.657,10667.0,0,0,0,0,1,0,0,1,0,1,3,4,96,0,0.2708,3,1,0.8376,0.129984,2,0.3779,7,964571.43,37.57,0.29,2,480000,7.17,2,45,HAA-00284,NP0048,Biratnagar Textile Mills,Manufacturing,Bagmati,0
0.3902,0.0,0.218,3733.0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0.12,1,1,0.0,0.01344,0,0.102,5,546800.0,37.0,0.2,1,112000,1.48,0,30,HAA-00285,NP0140,Goodwill Finance Co.,Banking & Finance,Madhesh,0
0.4903,0.2,1.004,5644.0,0,0,0,0,1,1,0,0,0,1,2,3,188,0,0.2553,2,1,0.4903,0.0648462,0,0.2191,5,723200.0,11.2,0.0,0,254000,5.02,1,45,HAA-00286,NP0197,Bagmati Agri Export,Agriculture,Koshi,0
0.3341,0.0,0.588,6711.0,0,0,1,0,0,0,0,1,0,0,4,4,45,1,0.12,1,1,0.0,0.036239999999999994,0,0.1908,4,415250.0,27.5,0.25,1,302000,1.17,0,45,HAA-00287,NP0037,Goodwill Finance Co.,Banking & Finance,Gandaki,0
0.3349,0.0,1.498,19600.0,0,0,1,0,0,0,0,0,0,0,3,3,152,0,0.1977,0,2,0.0,0.11624759999999999,0,0.1065,8,879250.0,26.0,0.25,2,588000,0.65,0,30,HAA-00288,NP0160,Digital Yatra Pvt. Ltd.,Services & IT,Gandaki,1
0.411,0.6,0.304,2156.0,0,1,0,0,1,1,0,0,1,1,1,2,273,0,0.4259,2,0,1.2329999999999999,0.0413123,0,0.3774,5,535200.0,49.2,0.4,2,97000,5.99,3,45,HAA-00289,NP0009,Sagarmatha Trekking Co.,Tourism & Hotels,Gandaki,1
0.4287,0.0,0.589,7167.0,0,0,1,0,0,0,0,1,0,1,3,4,92,0,0.2708,2,1,0.0,0.11644399999999999,0,0.2399,12,652083.33,49.58,0.42,5,430000,4.93,0,60,HAA-00290,NP0099,Butwal Steel Industries,Manufacturing,Sudurpashchim,1
0.2694,0.2,1.281,74700.0,0,0,0,0,0,0,1,0,0,1,2,2,225,0,0.1917,0,3,0.2694,0.42959970000000003,0,0.1622,9,907777.78,17.22,0.11,1,2241000,0.97,1,30,HAA-00291,NP0147,Tamor Power Pvt. Ltd.,Hydropower,Bagmati,0
0.4067,0.4,1.087,25867.0,0,0,0,0,0,1,0,0,0,0,1,1,322,0,0.3615,0,2,0.8134,0.280524,0,0.2936,7,964571.43,37.57,0.29,2,776000,0.56,2,30,HAA-00292,NP0048,Himalayan Traders Pvt. Ltd.,Trading & Import,Karnali,1
0.3655,0.2,0.285,3033.0,0,0,0,0,1,1,0,1,0,1,3,4,103,0,0.4259,3,0,0.3655,0.0387569,1,0.3283,6,592666.67,26.5,0.17,1,91000,8.91,1,30,HAA-00293,NP0131,Sagarmatha Trekking Co.,Tourism & Hotels,Sudurpashchim,0
0.4528,0.4,1.786,43500.0,0,0,0,0,0,0,0,1,0,1,4,4,21,0,0.2708,0,2,0.9056,0.353394,2,0.3847,5,801600.0,38.4,0.2,1,1305000,0.51,2,30,HAA-00294,NP0148,Butwal Steel Industries,Manufacturing,Lumbini,0
0.2884,0.4,1.51,88033.0,0,0,0,0,0,0,1,0,0,1,2,2,209,0,0.1917,2,3,0.5768,0.5062797,0,0.236,9,834333.33,49.67,0.33,3,2641000,4.14,2,30,HAA-00295,NP0152,Marsyangdi Energy Pvt. Ltd.,Hydropower,Lumbini,0
0.4011,0.0,0.78,12667.0,0,0,1,0,0,0,0,0,0,1,2,3,177,1,0.2708,2,2,0.0,0.15435599999999997,0,0.1344,9,511888.89,40.67,0.33,3,570000,4.67,0,45,HAA-00296,NP0054,Butwal Steel Industries,Manufacturing,Gandaki,0
0.3592,0.4,0.708,6178.0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0.1977,1,1,0.7184,0.0549606,0,0.2514,3,1296333.33,34.33,0.33,1,278000,1.28,2,45,HAA-00297,NP0120,Kathmandu Tech Hub,Services & IT,Bagmati,0
0.4688,0.2,1.992,48500.0,0,0,0,0,0,0,0,1,0,1,4,4,38,1,0.2708,1,2,0.4688,0.394014,1,0.3179,11,1313545.45,69.09,0.64,7,1455000,1.73,1,30,HAA-00298,NP0161,Biratnagar Textile Mills,Manufacturing,Bagmati,1
0.2519,0.6,1.063,24950.0,0,1,0,0,0,1,0,1,0,1,4,4,44,1,0.4579,2,2,0.7557,0.6854763,3,0.452,9,834333.33,49.67,0.33,3,1497000,3.33,3,60,HAA-00299,NP0152,Pokhara Construction Co.,Construction,Koshi,1
0.4488,0.0,0.973,16667.0,0,0,1,0,1,0,0,0,1,0,2,2,244,0,0.12,3,1,0.0,0.06,0,0.1138,5,461400.0,34.6,0.2,1,500000,6.91,0,30,HAA-00300,NP0116,Goodwill Finance Co.,Banking & Finance,Gandaki,0
0.2918,0.2,1.415,11933.0,0,0,0,0,0,1,0,0,0,1,4,1,2,1,0.2553,2,1,0.2918,0.0913974,0,0.1794,6,564333.33,27.67,0.17,1,358000,4.69,1,30,HAA-00301,NP0075,Bagmati Agri Export,Agriculture,Bagmati,0
0.3894,0.4,0.697,11311.0,0,0,0,0,1,0,0,0,1,1,1,2,263,0,0.2708,2,2,0.7788,0.1378372,0,0.272,10,918900.0,42.9,0.3,3,509000,5.83,2,45,HAA-00302,NP0113,Butwal Steel Industries,Manufacturing,Bagmati,0
0.4964,0.2,0.813,9289.0,0,0,0,0,1,0,0,1,0,1,3,4,91,0,0.12,3,1,0.4964,0.050159999999999996,1,0.2933,5,1188600.0,81.8,0.8,4,418000,8.87,1,45,HAA-00303,NP0200,Kumari Bank Ltd.,Banking & Finance,Sudurpashchim,1
0.286,0.4,0.549,3089.0,0,0,0,0,1,1,0,0,0,1,1,1,309,0,0.2553,3,1,0.572,0.03548670000000001,0,0.2483,7,589714.29,68.86,0.71,5,139000,6.97,2,45,HAA-00304,NP0164,Terai Agro Industries,Agriculture,Gandaki,0
0.4284,0.6,1.439,9417.0,0,1,0,0,0,0,0,1,0,0,3,4,70,0,0.1977,2,2,1.2852000000000001,0.11170049999999998,3,0.4352,5,716400.0,44.6,0.4,2,565000,4.05,3,60,HAA-00305,NP0166,Kathmandu Tech Hub,Services & IT,Sudurpashchim,1
0.273,0.6,1.046,16600.0,0,1,0,0,0,1,0,0,0,1,2,2,218,0,0.3615,2,2,0.8190000000000001,0.2700405,0,0.3369,7,891000.0,27.71,0.14,1,747000,4.16,3,45,HAA-00306,NP0104,Himalayan Traders Pvt. Ltd.,Trading & Import,Bagmati,0
0.264,0.4,1.355,7217.0,0,0,0,0,1,1,0,0,0,0,2,3,140,0,0.4259,2,1,0.528,0.1844147,0,0.278,6,739333.33,8.33,0.0,0,433000,5.66,2,60,HAA-00307,NP0084,Lumbini Hospitality Pvt. Ltd.,Tourism & Hotels,Lumbini,0
0.274,0.2,0.538,31367.0,0,0,0,0,1,0,0,0,0,1,2,2,208,0,0.1917,3,2,0.274,0.1803897,0,0.1631,4,1043750.0,42.25,0.5,2,941000,6.07,1,30,HAA-00308,NP0112,Tamor Power Pvt. Ltd.,Hydropower,Bagmati,1
0.6297,0.4,0.493,7822.0,0,0,0,0,0,1,0,0,1,0,1,2,256,0,0.3615,2,1,1.2594,0.127248,0,0.3382,12,652083.33,49.58,0.42,5,352000,4.63,2,45,HAA-00309,NP0099,Everest Imports Pvt. Ltd.,Trading & Import,Gandaki,0
0.2883,0.0,1.07,13033.0,0,0,1,0,1,0,0,1,0,1,3,4,77,0,0.2708,2,2,0.0,0.2117656,0,0.2118,5,536800.0,23.6,0.2,1,782000,5.89,0,60,HAA-00310,NP0153,Nepal Cement Udyog,Manufacturing,Lumbini,0
0.3955,0.4,1.228,38422.0,0,0,0,1,0,1,1,0,0,1,4,1,0,0,0.4579,0,2,0.791,0.7917090999999999,0,0.4107,6,832500.0,31.33,0.17,1,1729000,0.46,2,45,HAA-00311,NP0093,Pokhara Construction Co.,Construction,Bagmati,0
0.2714,0.0,0.963,16500.0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0.12,2,1,0.0,0.059399999999999994,0,0.0783,5,720600.0,49.4,0.4,2,495000,4.01,0,30,HAA-00312,NP0146,Prabhu Capital Ltd.,Banking & Finance,Lumbini,1
0.3235,0.0,0.199,3156.0,0,0,1,0,0,1,0,0,1,0,1,2,249,0,0.3615,1,1,0.0,0.051333,0,0.137,8,625000.0,22.75,0.12,1,142000,2.69,0,45,HAA-00313,NP0128,Annapurna Merchandise Pvt. Ltd.,Trading & Import,Lumbini,0
0.279,0.0,1.569,13689.0,0,0,1,0,0,0,0,1,0,0,4,4,58,1,0.1977,1,2,0.0,0.1217832,0,0.1953,2,385500.0,13.0,0.0,0,616000,1.38,0,45,HAA-00314,NP0110,CloudNepal Pvt. Ltd.,Services & IT,Koshi,0
0.3641,0.2,0.292,7100.0,0,0,0,0,0,0,0,1,0,1,3,4,92,0,0.2708,1,1,0.3641,0.05768039999999999,1,0.297,5,574400.0,23.8,0.2,1,213000,1.12,1,30,HAA-00315,NP0082,Biratnagar Textile Mills,Manufacturing,Koshi,0
0.3524,0.4,1.55,36383.0,0,0,0,0,1,1,1,0,0,1,2,3,179,0,0.4579,2,3,0.7048,0.9995956999999999,0,0.3021,5,1583200.0,5.4,0.0,0,2183000,5.53,2,60,HAA-00316,NP0194,Pokhara Construction Co.,Construction,Bagmati,0
0.539,0.2,0.194,2533.0,0,0,0,0,0,0,0,0,0,0,1,1,328,0,0.1977,2,0,0.539,0.015025199999999999,0,0.2173,9,511888.89,40.67,0.33,3,76000,4.83,1,30,HAA-00317,NP0054,Digital Yatra Pvt. Ltd.,Services & IT,Lumbini,1
